无锡市安民康复医院	无锡安民康复医院
乐平仁济医院(民营)	
乐平博爱医院(民营)	
乐平矿务局第二职工医院	
乐平红十字会医院(民营)	
乐平乐华医院(民营)	
乐平矿务局医院	
乐平市妇幼保健院	江西省乐平市妇幼保健院
乐平市第二人民医院	
乐平市中医院	
乐平市人民医院	
乐平市一建医院	
景德镇市职工医院	
南昌大学鹰潭医院景德镇分院	
景德镇市三三五医院昌河医院	
景德镇市曙光医院(民营)	
浮梁县正骨医院	
乐平八七九医院乐平万平医院	
江西省浮南瓷土矿职工医院	
浮梁县人民医院	浮梁县人民医院
浮梁县妇幼保健院	
浮梁县中医院	
景德镇市第六人民医院〓景德镇市康复中心(原:景德镇市皮肤病医院)	
景德镇市口腔医院	
景德镇市第四人民医院〓景德镇市精神卫生研究中心	
景德镇市珠山区妇幼保健所	
景德镇市第三人民医院	景德镇市第三人民医院
景德镇市第五人民医院〓景德镇市传染病医院	景德镇市第五人民医院景德镇市传染病医院
景德镇市中医院	景德镇市中医院
景德镇市第二人民医院	景德镇市第二人民医院
景德镇市第一人民医院	景德镇市第一人民医院
景德镇市妇幼保健院	
云南冶金四矿职工医院	
以礼河电厂职工医院	
会泽县皮肤病防治院	
会泽县中医院	
会泽县人民医院	会泽县人民医院
会泽县妇幼保健院	
宣威市交通医院	
云南省田坝煤矿职工医院	
宣威精神病专科医院(民营)	
宣威锦森康复医院(民营)	
云南省羊场煤矿职工医院	
云南省来宾煤矿职工医院	
宣威市中医院	
宣威市人民医院	
宣威市妇幼保健院	
云南省后所煤矿职工医院	
富源县中医院	富源县中医院
富源县人民医院	富源县人民医院
富源县妇幼保健院	
师宗仁和医院(民营)	
师宗县中医院	
师宗县人民医院	师宗县人民医院
师宗县妇幼保健院	
曲靖市沾益区医院	
罗平县人民医院	罗平县人民医院
罗平县中医院	罗平县中医医院
罗平县妇幼保健院	
陆良县四通医院(民营)	
陆良培芳医院(民营)	
陆良县中医院	陆良县中医院
陆良县人民医院	
陆良县妇幼保健院	
马龙县康复中心	
马龙县中医院	马龙县中医院
马龙县人民医院	
马龙县妇幼保健院	
曲靖市麒麟区人民医院	曲靖市麒麟区人民医院
曲靖市第三人民医院曲靖市心理卫生中心	
成都军区昆明总医院曲靖分院	
曲靖交通医院	
曲靖口腔医院(民营)	
曲靖九洲医院(民营)	
曲靖市肿瘤医院(原:曲靖铁路医院)	
曲靖皮肤病专科医院(民营)	
曲靖市妇幼保健院	曲靖市妇幼保健院
曲靖市第五人民医院曲靖市老年病专科医院	曲靖市第五人民医院曲靖市老年病专科医院
曲靖市麒麟区妇幼保健院	
曲靖市中医院	
曲靖市第二人民医院	曲靖市第二人民医院
曲靖市第一人民医院昆明医科大学附属曲靖医院	曲靖市第一人民医院昆明医科大学附属曲靖医院
右玉县中医院	
右玉县妇幼保健院	
右玉县人民医院	
朔州市中医精神病医院	
山阴县中医精神病院	
山阴县红十字医院(民营)	
山阴县济仁县医院(民营)	
山阴县中医院	
山阴县妇幼保健院	
山阴县人民医院	
朔州市平鲁区中医院	
山西省人民医院敬德分院(原:朔州市平鲁区人民医院)	
朔州市平鲁区妇幼保健所	
应县妇幼保健院	
应县人民医院	
应县中医院	
应县中医骨科医院	
怀仁县职工医院	
朔州复退军人精神病院	
怀仁县眼科医院	
怀仁县妇幼保健院	
怀仁县中医院	
怀仁县人民医院	
朔州市朔城区眼科医院	
朔州市朔城区职工医院	
朔州市神泉妇幼医院(民营)	
中国平朔煤炭工业公司医院	
朔州市北新医院(民营)	
神头发电厂职工医院	
朔州市中心医院	
朔州市中医院	
朔州市人民医院	朔州市人民医院
朔州神头电建二公司医院	
朔州市朔城区第二人民医院朔州市第三人民医院	
朔州市妇幼保健院(原:朔州铁路医院)	
朔州市第一人民医院	
朝阳市温泉理疗医院	
凌源市正骨医院	
凌源市劳改分局医院	
凌源市凌钢医院	
凌源市中医院	凌源市中医院
凌源市中心医院	凌源市中心医院
凌源市妇幼保健所	
凌源市第二人民医院	
凌源市监狱管理分局中心医院	
凌源钢城中心医院	
凌源市三十家子中心医院	
凌源市中医院 	凌源市中医院
凌源市中心医院 	凌源市中心医院
北票市凉水河精神病院	
北票矿务局职业病防治院	
北票市台吉肛肠医院	
北票市冠山医院	
北票市三宝矿医院	
北票市台吉医院	
北票市第二人民医院北票市中医院(原:北票矿务局医院)	
北票市中心医院	北票市中心医院
北票市妇幼保健所	
北票市第四人民医院	
北票市第五人民医院	
北票市第六人民医院	
北票市第三人民医院	
北票凌钢宝国老铁矿医院	
朝阳市精神病院	
朝阳市交通医院	
东风朝阳柴油机公司职工医院	
朝阳纺织有限责任公司医院	
朝阳市妇幼保健院	
朝阳市第四医院	
朝阳市第三医院	
朝阳市康宁医院	
朝阳市双塔医院	
朝阳市中心医院	朝阳市中心医院
朝阳市第二医院	朝阳市第二医院
朝阳市中医院	
朝阳市重型医院	
喀左县气功医院	
喀左县第三人民医院	
喀左县第一人民医院	
喀左县第二人民医院	
喀左县妇幼保健所	
喀左县第二医院	
喀左县六官营子镇中心医院	
建平县康宁医院	
建平县精神病院	
建平县康复医院(民营)	
建平县医院	
建平县中医院	
建平县妇幼保健院	
建平县第二人民医院	
建平县第三人民医院	
建平县第四人民医院	
朝阳县中医院	
朝阳县人民医院	
朝阳县妇幼保健院	
朝阳县第三人民医院	
朝阳县第五人民医院	
朝阳县第六人民医院	
朝阳县第二人民医院	
朝阳县第四人民医院	
朝阳县第七医院	
朝阳发电厂职工医院	
朝阳市龙城区第二医院(民营)	
龙城区人民医院	
本溪市南山医院	
本溪市南芬区医院	
本溪钢铁(集团)南芬医院	
本溪市北台钢铁集团职工医院	
本溪市工源水泥厂职工医院	
本溪市平山区中医院	
本溪钢铁(集团)胸科医院	
北营钢铁(集团)有限公司职工医院	
本溪市慈善医院本溪市红十字会医院	
本溪钢铁(集团)公司南地医院	
本溪市平山区人民医院	平山县人民医院
本溪市铁路医院	本溪市铁路医院
本溪钢铁(集团)卫校附属医院	
本溪钢铁(集团)总医院	
本溪市中医院	
本溪市建工医院	
本溪市传染病医院	
本溪市妇女儿童医院	
本溪市职业病医院	
本溪市第三人民医院(原:本溪市卫校附属医院)	
本溪市第九人民医院	
本溪市中心医院	
本溪市金山医院(原:本溪矿务局总医院)	
本溪县第二人民医院	
本溪县中医院	
本溪县第三人民医院(原:本溪田师傅煤矿医院)	
本溪县第一人民医院	
桓仁县第二人民医院(原:桓仁县铜锌矿职工医院)	
桓仁县秋实医院	桓仁县秋实医院
桓仁县中医院	
桓仁县妇幼保健所	
本溪市溪湖区石桥子医院	
本溪市溪湖区中医院	
本溪钢铁(集团)歪头山医院	
本溪市溪湖区医院	
本溪市第五医院(原:本溪市结核病医院)	
本溪市第一人民医院本溪市骨科医院	
本溪市康宁医院(原:本溪市精神病医院)	
桓仁县人民医院	
来宾长城医院(民营)	
来宾市中医院	来宾市中医院
来宾市人民医院	来宾市人民医院
来宾市妇幼保健院	
广西八一铁合金厂医院	
来宾市卫校附院	
忻城县百姓医院	
杭州市结核病防治院	
杭州市卫生研究所	
杭州市聋儿康复中心	
杭州市横河医院	
杭州市老年病医院杭州市第一人民医院城北院区	
杭州市妇女医院杭州市第一人民医院钱江新城院区	杭州市妇女医院杭州市第一人民医院钱江新城院区
杭州市口腔医院庆春路分院	
杭州亚细亚医院(民营)	
杭州中兴医院(民营)	
杭州市小营医院	
杭州市上城区中西医结合医院杭州不孕不育专科医院	
杭州浙益眼科诊疗中心(中外合资)	
杭州玛莉亚妇女医院(民营)	
杭州整形医院杭州市手外科医院	
杭州市口腔医院中山中路分院	
杭州市上城区人民医院	
杭州市上城区中医院	
杭州市口腔医院	
杭州市上城区第二医院	
杭州市推拿医院	
杭州市上城区妇幼保健院	
杭州市妇产科医院杭州市第一人民医院钱江新城院区	杭州市妇女医院杭州市第一人民医院钱江新城院区
浙江大学医学院附属第一医院潘方仁分院(原:杭州铁路医院)	浙江大学医学院附属第一医院潘方仁分院(原:杭州铁路医院)
杭州市第一人民医院	杭州市第一人民医院
浙江大学医学院附属第二医院〓浙江省第二医院	浙江大学医学院附属第二医院浙江省第二医院
浙江大学医学院附属妇产科医院〓浙江省妇女保健院〓浙江省妇女医院	
浙江中医院大学附属第一医院浙江省中医院浙江省东方医院	浙江中医院大学附属第一医院浙江省中医院浙江省东方医院
浙江大学医学院附属第一医院〓浙江省第一医院	浙江大学医学院附属第一医院浙江省第一医院
杭州市肿瘤医院杭州市第一人民医院吴山院区(原:杭州市第四人民医院)	杭州市肿瘤医院杭州市第一人民医院吴山院区(原:杭州市第四人民医院)
杭州同仁医院(民营)	
浙江工业大学医院	
杭州市朝晖人民医院	
杭州同欣整形美容医院(民营)	
杭州博爱医院(民营)	
杭州万事利医院(民营)	
杭州和睦医院(民营)	
杭州新东方女子医院(民营)	
杭州天目山医院(民营)	
浙江绿城心血管病医院浙江绿城医院(民营)	浙江绿城心血管病医院浙江绿城医院(民营)
杭州爱德医院(民营)	
杭州微笑行动慈善医院(民营)	
杭州建国妇科医院(民营)	
杭州广仁医院(民营)	
杭州市下城区妇幼保健院杭州市下城区红十字会医院杭州市长庆潮鸣社区卫生服务中心	
杭州市下城区中西医结合医院	杭州市下城区中西医结合医院
杭州市下城区中医院	
浙江中医院大学附属杭州第三医院杭州市第三人民医院	浙江中医院大学附属杭州第三医院(原:杭州市第三人民医院)
杭州市儿童医院(原:杭州市第六人民医院)	
浙江大学医学院附属儿童医院〓浙江省儿童医院〓浙江省儿童保健院	浙江大学医学院附属儿童医院浙江省儿童医院浙江省儿童保健院
浙江大学医学院附属口腔医院〓浙江省口腔医院	
杭州市下城区人民医院	
杭州市临安区昌化镇中医骨伤科医院	
杭州市临安区精神病防治站	
杭州市临安区中医院城西分院	
杭州市临安博爱医院(民营)	
杭州市临安明光眼科医院(民营)	
杭州市临安协和医院(民营)	
杭州市临安友好医院(民营)	
杭州市临安区结核病防治所	
杭州市临安区中医院江桥分院	
杭州市临安区中医院新车站分院	
杭州市临安区中医院藻溪分院	
杭州市临安区昌北人民医院	
杭州市临安区中医院	临安市中医院
杭州市临安区昌化人民医院	临安市昌化人民医院
杭州市临安区於潜人民医院	临安市於潜人民医院
杭州市临安区人民医院	临安市人民医院
杭州市临安区妇幼保健所	
杭州市临安区锦城镇医院	
杭州市安康医院	
杭州市余杭区第五人民医院	杭州市余杭区第五人民医院
杭州市余杭区第三人民医院	
浙江省立同德医院闲林院区	浙江省立同德医院闲林院区
杭州市余杭区第二人民医院	杭州市余杭区第二人民医院
杭州师范大学附属余杭医院杭州市余杭区第一人民医院	余杭区第一人民医院
杭州市余杭区妇幼保健院	
杭州市余杭区中医院	杭州市余杭区中医院
杭州市余杭区第四人民医院	
富阳市结核病防治所	
中船公司七一五研究所职工医院	
富阳中医骨髓炎医院	
富阳市肿瘤康复医院	
富阳市中医院富阳市富春街道社区卫生服务中心	富阳市中医院富阳市富春街道社区卫生服务中心
富阳市第二人民医院	杭州市富阳区第二人民医院
富阳市新登中医骨伤科医院	
富阳市第三人民医院富阳市精神病防治院	
富阳市中医骨伤医院	富阳中医骨伤医院
富阳市妇幼保健院	富阳区妇幼保健院
富阳市人民医院	富阳市人民医院
横山铁合金厂职工医院	
建德市杨村桥中医骨伤科医院	
国家电力公司职业病防治院新安江电力医院	
建德市中医院	
建德市第二人民医院	建德市第二人民医院
建德市第三人民医院	建德市第三人民医院
建德市妇幼保健院	建德市妇幼保健院
建德市第四人民医院	
建德市第一人民医院〓浙江大学医学院附属第二医院建德分院	建德市第一人民医院
